tweet_s,lyric_s,heat
0.0,0.16226173900000002,15
0.8137931034482758,0.147531018,0
0.95,0.997318685,8
0.012048192771084338,0.991575897,9
0.0,0.98732996,7
1.0,0.997134805,37
0.28888888888888886,0.88865912,0
1.0,0.952244997,0
0.0,0.9572185870000001,2
0.0,0.983141541,0
0.3,0.911294818,31
0.005555555555555556,0.972124696,12
0.4111111111111111,0.066105492,17
0.6722222222222223,0.654786944,6
0.55,0.147953391,17
0.0,0.985656857,23
0.19444444444444445,0.99370724,14
0.6555555555555556,0.009972134,1
0.11267605633802817,0.001012907,2
0.7055555555555556,0.0021977389999999998,0
0.2111111111111111,0.174182609,6
0.0,0.539121509,16
0.2727272727272727,0.40382376299999995,0
0.3333333333333333,0.9839889409999999,6
0.5777777777777777,0.828190207,0
0.0,0.997862756,0
0.7277777777777777,0.914509892,8
0.06666666666666667,0.5178842539999999,3
0.022222222222222223,0.9916611909999999,0
0.027777777777777776,0.973455548,1
0.1,0.9868336320000001,18
0.55,0.36042299899999997,0
0.9,0.925391078,9
0.5222222222222223,0.954134881,18
0.7944444444444444,0.95619154,8
0.022222222222222223,0.8185397390000001,20
0.5055555555555555,0.99002856,19
1.0,0.814612865,6
0.0,0.48619130299999996,13
0.11458333333333333,0.995755196,11
0.4,0.983342052,1
0.6833333333333333,0.16282399,6
0.0,0.978345335,8
0.22777777777777777,0.995695949,21
0.4777777777777778,0.00280122,0
0.7944444444444444,0.9530765409999999,0
0.4,0.00042311800000000005,9
0.3333333333333333,0.9747534390000001,2
0.75,0.77125293,0
0.5555555555555556,0.0023754460000000002,10
0.05555555555555555,0.9988508220000001,4
0.8611111111111112,0.003961055,3
0.9444444444444444,0.935792744,4
0.0,0.440828651,16
0.6444444444444445,0.9747909309999999,15
0.3888888888888889,0.990904033,0
0.03888888888888889,0.9978740220000001,0
0.5388888888888889,0.980538189,4
0.5444444444444444,0.008965461,21
0.16111111111111112,0.9801733490000001,6
0.37777777777777777,0.936756551,10
0.0,0.295563847,6
0.006097560975609756,0.9973852040000001,0
0.0,0.956513822,16
0.0,0.963781297,18
0.2,0.385872483,10
0.09836065573770492,0.9847490190000001,13
0.07777777777777778,0.9842247959999999,9
1.0,0.905331612,4
0.21666666666666667,0.9255239959999999,8
0.9166666666666666,0.9902929070000001,9
0.2,0.7205965520000001,0
0.48333333333333334,0.08088008299999999,0
1.0,0.947595298,0
0.09090909090909091,0.742700338,0
0.9421965317919075,0.825416982,3
0.0,0.9560571309999999,9
0.15555555555555556,0.9542867540000001,25
0.3111111111111111,0.020856688,16
0.39444444444444443,0.0050132,4
0.5934065934065934,0.9994578959999999,0
0.4195804195804196,0.24803726399999998,0
0.07222222222222222,0.112794213,3
0.6944444444444444,0.042032797000000004,18
0.7107438016528925,0.006408073,12
0.5944444444444444,0.006268643000000001,0
0.1388888888888889,0.0037446999999999997,6
0.2833333333333333,0.992339492,2
0.0,0.08635493400000001,0
0.85,0.994924068,7
0.03333333333333333,0.092866614,5
0.5086206896551724,0.061054874,0
0.0,0.9237672090000001,30
0.42777777777777776,0.524455249,23
1.0,0.09627334,0
0.95,0.9937791229999999,14
0.9666666666666667,0.08530235300000001,7
0.0,0.982718945,8
0.9777777777777777,0.9968344570000001,7
0.11235955056179775,0.9866493340000001,9
0.6470588235294118,0.08668027800000001,0
0.0,0.662946343,0
0.3111111111111111,0.286898792,3
0.18018018018018017,0.995677888,0
0.9338235294117647,0.20051582199999998,16
0.7611111111111111,0.060968474,8
0.6166666666666667,0.9432792659999999,11
0.005555555555555556,0.688849866,0
0.43333333333333335,0.074563213,0
0.2392638036809816,0.97805959,0
0.6611111111111111,0.987268567,3
0.2222222222222222,0.903674781,14
0.5277777777777778,0.9880559440000001,0
0.9277777777777778,0.973416209,7
0.5,0.9935889240000001,0
0.012422360248447204,0.994700074,0
1.0,0.085855007,11
0.8111111111111111,0.109441981,9
0.06285714285714286,0.8959119320000001,2
0.15151515151515152,0.917011857,0
0.2222222222222222,0.132471561,0
0.06779661016949153,0.978056192,0
0.011904761904761904,0.998909831,0
0.26666666666666666,0.9932791590000001,10
0.9107142857142857,0.008913203,20
0.2524271844660194,0.9729743000000001,4
0.6111111111111112,0.9935656190000001,3
0.07777777777777778,0.036660857000000005,2
0.05128205128205128,0.01000251,12
0.5055555555555555,0.9978942279999999,12
0.7277777777777777,0.92326659,25
0.9363636363636364,0.989566863,0
0.2,0.10894811900000001,5
0.35555555555555557,0.024965022000000003,0
0.1111111111111111,0.996743143,0
0.7619047619047619,0.9904642109999999,9
0.3333333333333333,0.588952124,1
0.0915032679738562,0.74309212,0
0.3409090909090909,0.002434736,16
0.0,0.537075341,14
0.6333333333333333,0.9902937409999999,0
0.3333333333333333,0.9927391409999999,2
0.0,0.503026843,0
0.21052631578947367,0.000610395,0
0.95,0.972295165,26
0.24817518248175183,0.11861286300000001,4
0.027777777777777776,0.961855352,3
0.8035714285714286,0.9653419259999999,0
0.6,0.98126018,2
0.0,0.079652667,0
0.0,0.003448604,14
0.0851063829787234,0.997200489,0
0.29411764705882354,0.000185143,0
0.9253731343283582,0.9808715579999999,14
1.0,0.9677762390000001,7
0.14444444444444443,0.356627971,8
0.6111111111111112,0.9982059000000001,0
0.9051094890510949,0.997482717,4
0.6833333333333333,0.625787854,1
0.0,0.976583958,5
0.0,0.012561151000000001,12
0.6555555555555556,0.7601058479999999,4
0.028037383177570093,0.44943079399999997,2
0.0,0.8733753559999999,10
0.6944444444444444,0.994192541,9
0.3888888888888889,0.000786663,7
0.375,0.8273521659999999,11
0.9888888888888889,0.966813743,28
0.6,0.828999698,15
1.0,0.8777776959999999,5
0.6055555555555555,0.972023427,0
0.5944444444444444,0.699406981,0
0.6833333333333333,0.997843385,12
0.7944444444444444,0.125862345,11
0.18888888888888888,0.9100520009999999,14
0.17777777777777778,0.984793186,22
0.6,0.029486897999999997,13
0.016666666666666666,0.993992269,0
0.17777777777777778,0.9894294140000001,9
0.17791411042944785,0.117074266,6
0.43333333333333335,0.902646959,15
0.9722222222222222,0.9912653570000001,4
0.9777777777777777,0.805553675,0
0.21052631578947367,0.85312885,0
0.8611111111111112,0.661833584,3
0.7888888888888889,0.325551331,5
1.0,0.9994620679999999,16
0.24444444444444444,0.973970234,5
0.06666666666666667,0.9872033000000001,3
0.3277777777777778,0.971308649,0
0.8611111111111112,0.003407135,0
0.85,0.9919799570000001,14
0.55,0.8654628990000001,10
0.9642857142857143,0.58178556,14
0.4722222222222222,0.987779737,15
0.55,0.006338804,0
0.5,0.028552497000000003,10
0.29444444444444445,0.041058496,39
0.6333333333333333,0.994816244,0
0.2388888888888889,0.997088492,7
0.9375,0.9859756829999999,8
0.2611111111111111,0.000591297,8
0.4111111111111111,0.46155408,2
0.8722222222222222,0.239646807,7
0.7444444444444445,0.082190998,4
0.6722222222222223,0.145559147,6
0.5055555555555555,0.002187371,10
0.9803921568627451,0.429368109,6
0.5384615384615384,0.9387036559999999,4
0.0,0.247104689,11
0.6770186335403726,0.9899028540000001,2
0.20555555555555555,0.00021842200000000002,3
0.6944444444444444,0.99658668,4
0.8944444444444445,0.815313637,0
0.0,0.989957511,12
0.29444444444444445,0.317733467,0
0.6756756756756757,0.007398536999999999,0
0.07222222222222222,0.261725038,2
0.6222222222222222,0.113021784,12
0.7944444444444444,0.963558137,4
0.02702702702702703,0.893834472,0
0.9222222222222223,0.001482842,8
0.2111111111111111,0.017134355,7
0.06111111111111111,0.26531428100000004,24
0.49504950495049505,0.055846401,9
0.7611111111111111,0.02965139,13
0.9197530864197531,0.010250614,4
0.4,0.989732444,12
0.0,0.863279343,6
0.0,0.768786073,7
0.46111111111111114,0.039712712000000004,18
0.07222222222222222,0.9746072290000001,13
0.05172413793103448,0.196282357,10
0.5222222222222223,0.297423929,25
0.55,0.937571108,16
0.0,0.992011249,4
0.7722222222222223,0.9530863759999999,4
0.5833333333333334,0.982523978,1
0.13333333333333333,0.895746171,6
0.9944444444444445,0.018532049,16
0.24444444444444444,0.40396294,0
0.10555555555555556,0.01597942,7
0.11428571428571428,0.195561245,8
0.30666666666666664,0.995703399,5
0.29444444444444445,0.997723997,0
0.7944444444444444,0.99717629,1
0.46111111111111114,0.69403106,8
0.0,0.994537055,0
0.4888888888888889,0.022827426,15
0.1276595744680851,0.9808382990000001,14
0.13333333333333333,0.935128033,2
0.4222222222222222,0.007062668,19
0.6888888888888889,0.014829705,4
0.6666666666666666,0.9955861570000001,0
0.1111111111111111,0.00553401,9
0.4888888888888889,0.997531891,7
0.45555555555555555,0.00038410699999999996,9
0.0,0.640061557,9
0.0,0.9232997890000001,3
0.0,0.004995831,20
0.37777777777777777,0.001558215,0
0.05555555555555555,0.998974919,0
0.9777777777777777,0.855424285,0
0.0,0.9905639890000001,3
0.8,0.99636817,0
0.3333333333333333,0.15354748099999999,12
0.8467741935483871,0.9129168990000001,0
0.0,0.385745227,10
0.6611111111111111,0.896180511,0
0.5222222222222223,0.983050048,20
0.48333333333333334,0.9945945140000001,4
0.6944444444444444,0.000887659,0
0.05555555555555555,0.022502035,19
0.26666666666666666,0.030000586,2
1.0,0.9632163640000001,3
0.2611111111111111,0.995376468,0
0.55,0.005617926,0
0.9777777777777777,0.7694092990000001,14
0.16455696202531644,0.159751058,10
0.1810344827586207,0.9499357340000001,19
0.8222222222222222,0.9705736640000001,14
0.9807692307692307,0.9910283679999999,6
0.5869565217391305,0.005778994,9
0.8111111111111111,0.153710991,19
0.3384615384615385,0.938349724,3
0.6,0.384510756,12
0.9523809523809523,0.988202989,12
0.0,0.512364089,17
0.4576271186440678,0.061580505,6
0.34444444444444444,0.9717834000000001,5
0.8571428571428571,0.995589495,27
0.38125,0.566631019,2
0.9015151515151515,0.373102427,9
0.4666666666666667,0.017750662,0
0.3,0.008587604,2
0.717948717948718,0.02221044,13
0.8582677165354331,0.164552137,0
0.0990990990990991,0.9947015640000001,7
0.75,0.7715048790000001,3
0.0,0.995585203,0
0.8944444444444445,0.506454885,22
0.6555555555555556,0.0068609790000000006,0
0.18072289156626506,0.978049815,7
0.9166666666666666,0.054826252,14
0.25,0.995730698,3
0.6,0.99134165,21
0.7833333333333333,0.984039366,22
0.9344262295081968,0.471258819,17
0.0,0.9570052029999999,14
0.0,0.012569018999999999,19
0.95,0.9942043420000001,6
0.3333333333333333,0.992970407,0
0.34444444444444444,0.9729433059999999,0
0.5217391304347826,0.9873557690000001,0
0.95,0.99758029,6
0.6944444444444444,0.067519784,2
0.6222222222222222,0.00736797,2
1.0,0.989689231,23
0.4888888888888889,0.010275383,1
0.4444444444444444,0.275875539,24
0.6666666666666666,0.8004481790000001,11
0.75,0.963663816,3
0.0,0.988724649,3
0.8944444444444445,0.346241951,0
0.36666666666666664,0.913666427,5
0.5777777777777777,0.146702364,13
0.8524590163934426,0.994318664,15
0.25,0.971829057,0
0.4423076923076923,0.789592505,8
0.4153846153846154,0.963969469,8
0.11278195488721804,0.027012391,2
0.29444444444444445,0.9975534079999999,3
0.5277777777777778,0.544301927,12
0.6428571428571429,0.99373889,5
0.9388888888888889,0.00045974599999999997,21
0.36363636363636365,0.049015805,8
0.46111111111111114,0.272691756,0
0.8666666666666667,0.639744997,7
0.5888888888888889,0.998952746,9
