,artist,track_title,year,lyric,total_week,peak
0,Flo Rida Featuring T-Pain,Low,2008,Let me talk to 'em,10,1
1,Flo Rida Featuring T-Pain,Low,2008,Let me talk to 'em (let it rain),10,1
2,Flo Rida Featuring T-Pain,Low,2008,Let me talk to 'em,10,1
3,Flo Rida Featuring T-Pain,Low,2008,C'mon,10,1
4,Flo Rida Featuring T-Pain,Low,2008,Shawty had them Apple Bottom jeans (jeans),10,1
5,Flo Rida Featuring T-Pain,Low,2008,Boots with the fur (with the fur),10,1
6,Flo Rida Featuring T-Pain,Low,2008,The whole club was looking at her,10,1
7,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
8,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
9,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
10,Flo Rida Featuring T-Pain,Low,2008,Them baggy sweat pants,10,1
11,Flo Rida Featuring T-Pain,Low,2008,And the Reebok's with the straps (with the straps),10,1
12,Flo Rida Featuring T-Pain,Low,2008,She turned around and gave that big booty a smack (hey),10,1
13,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
14,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
15,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
16,Flo Rida Featuring T-Pain,Low,2008,I ain't never seen none that'll make me go,10,1
17,Flo Rida Featuring T-Pain,Low,2008,"This crazy all night, spending my dough",10,1
18,Flo Rida Featuring T-Pain,Low,2008,Had the million dollar vibe and a bottle to go,10,1
19,Flo Rida Featuring T-Pain,Low,2008,"Them birthday cakes, they stole the show",10,1
20,Flo Rida Featuring T-Pain,Low,2008,"So sexual, she was flexible",10,1
21,Flo Rida Featuring T-Pain,Low,2008,"Professional, drinking X&amp;O",10,1
22,Flo Rida Featuring T-Pain,Low,2008,"Hold up, wait a minute",10,1
23,Flo Rida Featuring T-Pain,Low,2008,Do I see what I think I? Whoa,10,1
24,Flo Rida Featuring T-Pain,Low,2008,Did I think I've seen shawty get low,10,1
25,Flo Rida Featuring T-Pain,Low,2008,Ain't the same when it's up that close,10,1
26,Flo Rida Featuring T-Pain,Low,2008,Make it rain I'm making it snow,10,1
27,Flo Rida Featuring T-Pain,Low,2008,Work the pole I got the bank roll,10,1
28,Flo Rida Featuring T-Pain,Low,2008,I'm a say that I prefer them no clothes,10,1
29,Flo Rida Featuring T-Pain,Low,2008,"I'm into that, I love women exposed",10,1
30,Flo Rida Featuring T-Pain,Low,2008,She threw it back at me I gave her mo',10,1
31,Flo Rida Featuring T-Pain,Low,2008,"Cash ain't a problem, I know where it goes",10,1
32,Flo Rida Featuring T-Pain,Low,2008,She had them Apple Bottom jeans (jeans),10,1
33,Flo Rida Featuring T-Pain,Low,2008,Boots with the fur (with the fur),10,1
34,Flo Rida Featuring T-Pain,Low,2008,The whole club was looking at her,10,1
35,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
36,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
37,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
38,Flo Rida Featuring T-Pain,Low,2008,Them baggy sweat pants,10,1
39,Flo Rida Featuring T-Pain,Low,2008,And the Reebok's with the straps (with the straps),10,1
40,Flo Rida Featuring T-Pain,Low,2008,She turned around and gave that big booty a smack (hey),10,1
41,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
42,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
43,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
44,Flo Rida Featuring T-Pain,Low,2008,"Hey shawty, what I gotta do to get you home",10,1
45,Flo Rida Featuring T-Pain,Low,2008,My jeans filled with gwap and they're ready for show,10,1
46,Flo Rida Featuring T-Pain,Low,2008,"It's Cadillacs, Maybach for the sexy grown",10,1
47,Flo Rida Featuring T-Pain,Low,2008,Patr??n on the rocks that'll make you moan,10,1
48,Flo Rida Featuring T-Pain,Low,2008,"One stack (come on), two stacks (come on), three stacks (come on)",10,1
49,Flo Rida Featuring T-Pain,Low,2008,Now that's three grand,10,1
50,Flo Rida Featuring T-Pain,Low,2008,What you think I'm playing baby girl I'm the man,10,1
51,Flo Rida Featuring T-Pain,Low,2008,I ain't dealing rubber bands,10,1
52,Flo Rida Featuring T-Pain,Low,2008,That's what I told her,10,1
53,Flo Rida Featuring T-Pain,Low,2008,Her legs on my shoulder,10,1
54,Flo Rida Featuring T-Pain,Low,2008,I knew it was over,10,1
55,Flo Rida Featuring T-Pain,Low,2008,That Henny and Cola,10,1
56,Flo Rida Featuring T-Pain,Low,2008,Got me like a soldier,10,1
57,Flo Rida Featuring T-Pain,Low,2008,She ready for rover,10,1
58,Flo Rida Featuring T-Pain,Low,2008,I couldn't control her,10,1
59,Flo Rida Featuring T-Pain,Low,2008,"So lucky on me, I was just like clover",10,1
60,Flo Rida Featuring T-Pain,Low,2008,Shawty was hot like a toaster,10,1
61,Flo Rida Featuring T-Pain,Low,2008,Sorry but I had to fold her,10,1
62,Flo Rida Featuring T-Pain,Low,2008,Like a pornography poster,10,1
63,Flo Rida Featuring T-Pain,Low,2008,She showed her,10,1
64,Flo Rida Featuring T-Pain,Low,2008,Apple Bottom jeans (jeans),10,1
65,Flo Rida Featuring T-Pain,Low,2008,Boots with the fur (with the fur),10,1
66,Flo Rida Featuring T-Pain,Low,2008,The whole club was looking at her,10,1
67,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
68,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
69,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
70,Flo Rida Featuring T-Pain,Low,2008,Them baggy sweat pants,10,1
71,Flo Rida Featuring T-Pain,Low,2008,And the Reebok's with the straps (with the straps),10,1
72,Flo Rida Featuring T-Pain,Low,2008,She turned around and gave that big booty a smack (hey),10,1
73,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
74,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
75,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
76,Flo Rida Featuring T-Pain,Low,2008,"Whoa shawty, yeah she was worth the money",10,1
77,Flo Rida Featuring T-Pain,Low,2008,Lil' mama took my cash,10,1
78,Flo Rida Featuring T-Pain,Low,2008,And I ain't want it back,10,1
79,Flo Rida Featuring T-Pain,Low,2008,The way she bent that back,10,1
80,Flo Rida Featuring T-Pain,Low,2008,Got all them paper stacks,10,1
81,Flo Rida Featuring T-Pain,Low,2008,Tattoo above her crack,10,1
82,Flo Rida Featuring T-Pain,Low,2008,I had to handle that,10,1
83,Flo Rida Featuring T-Pain,Low,2008,I was on it sexy woman,10,1
84,Flo Rida Featuring T-Pain,Low,2008,"Let me show it, made me want it",10,1
85,Flo Rida Featuring T-Pain,Low,2008,"Two in the morning, I'm zoned in",10,1
86,Flo Rida Featuring T-Pain,Low,2008,Them ros?? bottles foaming,10,1
87,Flo Rida Featuring T-Pain,Low,2008,"She wouldn't stop, made it drop",10,1
88,Flo Rida Featuring T-Pain,Low,2008,Shawty did that pop &amp; lock,10,1
89,Flo Rida Featuring T-Pain,Low,2008,Had to break her off that gwap,10,1
90,Flo Rida Featuring T-Pain,Low,2008,"Gal was fine, just like my glock",10,1
91,Flo Rida Featuring T-Pain,Low,2008,Apple Bottom jeans (jeans),10,1
92,Flo Rida Featuring T-Pain,Low,2008,Boots with the fur (with the fur),10,1
93,Flo Rida Featuring T-Pain,Low,2008,The whole club was looking at her,10,1
94,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
95,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
96,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
97,Flo Rida Featuring T-Pain,Low,2008,Them baggy sweat pants,10,1
98,Flo Rida Featuring T-Pain,Low,2008,And the Reebok's with the straps (with the straps),10,1
99,Flo Rida Featuring T-Pain,Low,2008,She turned around and gave that big booty a smack (hey),10,1
100,Flo Rida Featuring T-Pain,Low,2008,She hit the floor (she hit the floor),10,1
101,Flo Rida Featuring T-Pain,Low,2008,Next thing you know,10,1
102,Flo Rida Featuring T-Pain,Low,2008,"Shawty got low, low, low, low, low, low, low, low",10,1
103,Flo Rida Featuring T-Pain,Low,2008,Come on,10,1
104,Alicia Keys,No One,2008,I just want you close,17,1
105,Alicia Keys,No One,2008,Where you can stay forever,17,1
106,Alicia Keys,No One,2008,You can be sure,17,1
107,Alicia Keys,No One,2008,That it will only get better,17,1
108,Alicia Keys,No One,2008,You and me together through the days and nights,17,1
109,Alicia Keys,No One,2008,I don't worry 'cause everything's gonna be alright,17,1
110,Alicia Keys,No One,2008,"People keep talking, they can say what they like",17,1
111,Alicia Keys,No One,2008,But all I know is everything's gonna be alright,17,1
112,Alicia Keys,No One,2008,"No one, no one, no one",17,1
113,Alicia Keys,No One,2008,Can get in the way of what I'm feelin',17,1
114,Alicia Keys,No One,2008,"No one, no one, no one",17,1
115,Alicia Keys,No One,2008,Can get in the way of what I feel for you,17,1
116,Alicia Keys,No One,2008,"You, you",17,1
117,Alicia Keys,No One,2008,Can get in the way of what I feel for you,17,1
118,Alicia Keys,No One,2008,When the rain is pouring down,17,1
119,Alicia Keys,No One,2008,And my heart is hurting,17,1
120,Alicia Keys,No One,2008,You will always be around,17,1
121,Alicia Keys,No One,2008,This I know for certain,17,1
122,Alicia Keys,No One,2008,You and me together through the days and nights,17,1
123,Alicia Keys,No One,2008,I don't worry 'cause everything's gonna be alright,17,1
124,Alicia Keys,No One,2008,"People keep talking, they can say what they like",17,1
125,Alicia Keys,No One,2008,But all I know is everything's gonna be alright,17,1
126,Alicia Keys,No One,2008,"No one, no one, no one",17,1
127,Alicia Keys,No One,2008,Can get in the way of what I'm feelin',17,1
128,Alicia Keys,No One,2008,"No one, no one, no one",17,1
129,Alicia Keys,No One,2008,Can get in the way of what I feel for you,17,1
130,Alicia Keys,No One,2008,"You, you",17,1
131,Alicia Keys,No One,2008,Can get in the way of what I feel,17,1
132,Alicia Keys,No One,2008,I know some people search the world,17,1
133,Alicia Keys,No One,2008,To find something like what we have,17,1
134,Alicia Keys,No One,2008,"I know people will try, try to divide something so real",17,1
135,Alicia Keys,No One,2008,So till the end of time I'm telling you,17,1
136,Alicia Keys,No One,2008,"There ain't no one, no one, no one",17,1
137,Alicia Keys,No One,2008,Can get in the way of what I'm feelin',17,1
138,Alicia Keys,No One,2008,"No one, no one, no one",17,1
139,Alicia Keys,No One,2008,Can get in the way of what I feel for you,17,1
140,Timbaland Featuring OneRepublic,Apologize,2008,I'm holding on your rope,22,2
141,Timbaland Featuring OneRepublic,Apologize,2008,Got me ten feet off the ground,22,2
142,Timbaland Featuring OneRepublic,Apologize,2008,And I'm hearin' what you say but I just can't make a sound,22,2
143,Timbaland Featuring OneRepublic,Apologize,2008,You tell me that you need me,22,2
144,Timbaland Featuring OneRepublic,Apologize,2008,"Then you go and cut me down, but wait",22,2
145,Timbaland Featuring OneRepublic,Apologize,2008,You tell me that you're sorry,22,2
146,Timbaland Featuring OneRepublic,Apologize,2008,"Didn't think I'd turn around, and say",22,2
147,Timbaland Featuring OneRepublic,Apologize,2008,"That it's too late to apologize, it's too late",22,2
148,Timbaland Featuring OneRepublic,Apologize,2008,"I said it's too late to apologize, it's too late",22,2
149,Timbaland Featuring OneRepublic,Apologize,2008,"I'd take another chance, take a fall",22,2
150,Timbaland Featuring OneRepublic,Apologize,2008,"Take a shot for you,",22,2
151,Timbaland Featuring OneRepublic,Apologize,2008,And I need you like a heart needs a beat,22,2
152,Timbaland Featuring OneRepublic,Apologize,2008,But it's nothing new,22,2
153,Timbaland Featuring OneRepublic,Apologize,2008,I loved you with a fire red,22,2
154,Timbaland Featuring OneRepublic,Apologize,2008,"Now it's turning blue, and you say",22,2
155,Timbaland Featuring OneRepublic,Apologize,2008,"""Sorry"" like the angel heaven let me think was you",22,2
156,Timbaland Featuring OneRepublic,Apologize,2008,But I'm afraid,22,2
157,Timbaland Featuring OneRepublic,Apologize,2008,"It's too late to apologize, it's too late",22,2
158,Timbaland Featuring OneRepublic,Apologize,2008,"I said it's too late to apologize, it's too late",22,2
159,Timbaland Featuring OneRepublic,Apologize,2008,"It's too late to apologize, it's too late",22,2
160,Timbaland Featuring OneRepublic,Apologize,2008,"I said it's too late to apologize, it's too late",22,2
161,Timbaland Featuring OneRepublic,Apologize,2008,"It's too late to apologize, yeah,",22,2
162,Timbaland Featuring OneRepublic,Apologize,2008,"I said it's too late to apologize, yeah",22,2
163,Timbaland Featuring OneRepublic,Apologize,2008,"I'm holdin' on your rope, got me ten feet off the ground",22,2
164,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Yo this is Nappy Boy Radio live,16,1
165,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"With ya boy, T-Pain",16,1
166,Chris Brown Featuring T-Pain,Kiss Kiss,2008,We love rap music,16,1
167,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Listen, uh, we got a caller on line one",16,1
168,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Caller what's your problem?,16,1
169,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Hello, I'm on the radio with T-Pain",16,1
170,Chris Brown Featuring T-Pain,Kiss Kiss,2008,How's it goin? Yeah,16,1
171,Chris Brown Featuring T-Pain,Kiss Kiss,2008,It ain't goin good,16,1
172,Chris Brown Featuring T-Pain,Kiss Kiss,2008,My girl ain't doin' her thangs she used to do,16,1
173,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And oh...,16,1
174,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I got just what you need,16,1
175,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Brand new Chris Brown, T-Pain",16,1
176,Chris Brown Featuring T-Pain,Kiss Kiss,2008,You heard it here first Nappy Boy Radio,16,1
177,Chris Brown Featuring T-Pain,Kiss Kiss,2008,We love you,16,1
178,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Hey, she want that lovey dovey (lovey dovey)",16,1
179,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
180,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
181,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
182,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
183,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
184,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
185,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
186,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
187,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
188,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
189,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
190,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
191,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
192,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I'm a country boy from Tappahannock (ah-ooh),16,1
193,Chris Brown Featuring T-Pain,Kiss Kiss,2008,VA is where I reside,16,1
194,Chris Brown Featuring T-Pain,Kiss Kiss,2008,So shawty understand it (ah-ooh),16,1
195,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And I know I just turned 18,16,1
196,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And I get a little mannish (ah-ooh),16,1
197,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And you see this bandana hangin',16,1
198,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That means I'm like a bandit,16,1
199,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Like-like a bandit-bandit (aww, ruff)",16,1
200,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I got paper girl (ruff),16,1
201,Chris Brown Featuring T-Pain,Kiss Kiss,2008,The Lamborghini (ruff),16,1
202,Chris Brown Featuring T-Pain,Kiss Kiss,2008,With the spider seats (ruff),16,1
203,Chris Brown Featuring T-Pain,Kiss Kiss,2008,You neva seen it (ah-ooh),16,1
204,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"So get it, shawty",16,1
205,Chris Brown Featuring T-Pain,Kiss Kiss,2008,We parkin' lot pimpin' in my dome,16,1
206,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And I know what you want,16,1
207,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
208,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
209,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
210,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
211,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
212,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
213,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
214,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
215,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
216,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
217,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
218,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
219,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
220,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
221,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I'm the epitome of this demonstration,16,1
222,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"I got the remedy, ya feelin me",16,1
223,Chris Brown Featuring T-Pain,Kiss Kiss,2008,So why is you hatin' on my anatomy,16,1
224,Chris Brown Featuring T-Pain,Kiss Kiss,2008,It's bird like (yeah),16,1
225,Chris Brown Featuring T-Pain,Kiss Kiss,2008,You heard right,16,1
226,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Girl I'm the king so that means I'm fly (aww, ruff)",16,1
227,Chris Brown Featuring T-Pain,Kiss Kiss,2008,If you wit' it girl (ruff),16,1
228,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Get it poppin' (ruff),16,1
229,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Roll wit me (ruff),16,1
230,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Ain't no stoppin' (ah-ooh),16,1
231,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"So get it, shawty",16,1
232,Chris Brown Featuring T-Pain,Kiss Kiss,2008,We parking lot pimpin' in my dome,16,1
233,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And I know what you want,16,1
234,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
235,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
236,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
237,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
238,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
239,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
240,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
241,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
242,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
243,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
244,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
245,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
246,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
247,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
248,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Ah, ah, ah, ah, ah",16,1
249,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Shawty lemme holla at you,16,1
250,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"You so hot, hot, hot, hot",16,1
251,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"You think I'd be holla'n if you not, not, not, not?",16,1
252,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I'm king of the town you can take a look around,16,1
253,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"Teddy Penderassdown in the spot, spot, spot, spot",16,1
254,Chris Brown Featuring T-Pain,Kiss Kiss,2008,(Yeah) I got money on it,16,1
255,Chris Brown Featuring T-Pain,Kiss Kiss,2008,(Yeah) Baby girl no problem,16,1
256,Chris Brown Featuring T-Pain,Kiss Kiss,2008,(Yeah) You rollin shawty,16,1
257,Chris Brown Featuring T-Pain,Kiss Kiss,2008,(Yeah) Let's hit McDonald's (ruff),16,1
258,Chris Brown Featuring T-Pain,Kiss Kiss,2008,It's TP and CB,16,1
259,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I'm a Nappy Boy,16,1
260,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Oowweee,16,1
261,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
262,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
263,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
264,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
265,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
266,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
267,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
268,Chris Brown Featuring T-Pain,Kiss Kiss,2008,She want that lovey dovey (lovey dovey),16,1
269,Chris Brown Featuring T-Pain,Kiss Kiss,2008,That kiss kiss (kiss kiss),16,1
270,Chris Brown Featuring T-Pain,Kiss Kiss,2008,In her mind she fantasize 'bout gettin' wit' me,16,1
271,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They hatin' on me (hatin' on me),16,1
272,Chris Brown Featuring T-Pain,Kiss Kiss,2008,They wanna diss diss (kiss kiss),16,1
273,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Because she mine and so fine,16,1
274,Chris Brown Featuring T-Pain,Kiss Kiss,2008,And thick as can be,16,1
275,Chris Brown Featuring T-Pain,Kiss Kiss,2008,T-Pain,16,1
276,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Chris Brown,16,1
277,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Yeah,16,1
278,Chris Brown Featuring T-Pain,Kiss Kiss,2008,We are live back on Nappy Boy Radio,16,1
279,Chris Brown Featuring T-Pain,Kiss Kiss,2008,This is your boy DJ Pain,16,1
280,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I gotta get outta here man,16,1
281,Chris Brown Featuring T-Pain,Kiss Kiss,2008,I just wanna leave with it,16,1
282,Chris Brown Featuring T-Pain,Kiss Kiss,2008,If you ain't got it by now then you just ain't getting it,16,1
283,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Let's go,16,1
284,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Nappy Boy (aye) and Pretty Boy (aye),16,1
285,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Nappy Boy (aye) and Pretty Boy (aye),16,1
286,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Boy I say,16,1
287,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Nappy Boy (hear somethin' boy) and Pretty Boy,16,1
288,Chris Brown Featuring T-Pain,Kiss Kiss,2008,Nappy Nappy Nappy and Pretty Boy,16,1
289,Chris Brown Featuring T-Pain,Kiss Kiss,2008,"5, 4, 3, 0 yeah",16,1
290,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
291,Fergie,Clumsy,2008,(Oh baby),12,5
292,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
293,Fergie,Clumsy,2008,(Oh baby),12,5
294,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
295,Fergie,Clumsy,2008,(Oh baby),12,5
296,Fergie,Clumsy,2008,Can't help it,12,5
297,Fergie,Clumsy,2008,First time that I saw your eyes,12,5
298,Fergie,Clumsy,2008,"Boy, you looked right through me",12,5
299,Fergie,Clumsy,2008,Play it cool but I knew you knew,12,5
300,Fergie,Clumsy,2008,That Cupid hit me,12,5
301,Fergie,Clumsy,2008,"You got me trippin', stumblin', flippin', fumblin'",12,5
302,Fergie,Clumsy,2008,Clumsy 'cause I'm fallin' in love,12,5
303,Fergie,Clumsy,2008,"You got me slippin', tumblin', sinkin', fumblin'",12,5
304,Fergie,Clumsy,2008,Clumsy 'cause I'm fallin' in love,12,5
305,Fergie,Clumsy,2008,So in love with you,12,5
306,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
307,Fergie,Clumsy,2008,(Oh baby),12,5
308,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
309,Fergie,Clumsy,2008,(Oh no),12,5
310,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
311,Fergie,Clumsy,2008,(Oh how),12,5
312,Fergie,Clumsy,2008,Can't help it,12,5
313,Fergie,Clumsy,2008,"Can't breathe when you touch me, see",12,5
314,Fergie,Clumsy,2008,Butterflies so crazy,12,5
315,Fergie,Clumsy,2008,"Whoa now, think I'm goin' down",12,5
316,Fergie,Clumsy,2008,Friends don't know what's with me,12,5
317,Fergie,Clumsy,2008,"You got me trippin', stumblin', flippin', fumblin'",12,5
318,Fergie,Clumsy,2008,Clumsy 'cause I'm fallin' in love,12,5
319,Fergie,Clumsy,2008,"You got me slippin', tumblin', sinkin', fumblin'",12,5
320,Fergie,Clumsy,2008,Clumsy 'cause I'm fallin' in love,12,5
321,Fergie,Clumsy,2008,So in love with you,12,5
322,Fergie,Clumsy,2008,"She can't help it, the girl can't help it",12,5
323,Fergie,Clumsy,2008,(Oh no),12,5
324,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
325,Fergie,Clumsy,2008,(Oh please),12,5
326,Fergie,Clumsy,2008,"Can't help it, the girl can't help it",12,5
327,Fergie,Clumsy,2008,(Oh no),12,5
328,Fergie,Clumsy,2008,Can't help it,12,5
329,Fergie,Clumsy,2008,You know this ain't the first time,12,5
330,Fergie,Clumsy,2008,"This has happened to me, this love sick thing",12,5
331,Fergie,Clumsy,2008,I like serious relationships,12,5
332,Fergie,Clumsy,2008,And a girl like me don't stay single for long,12,5
333,Fergie,Clumsy,2008,'Cause every time a boyfriend and I break up,12,5
